id,created,total,original,discount,tax,deliveryCharge,advance,paymentId,paymentMode,state,style,cancellation
raO8nXYjiZ,1/2/2017,265,265,0,0,0,0,cash1485964756449,cash,delivered,inStore,#N/A
wN4A07jIjQ,1/2/2017,0,0,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
X0h72Q9y3T,1/2/2017,245.25,265,39.75,0,20,0,zomato cash,other,delivered,delivery,#N/A
gEFqlAHXtz,1/2/2017,398.25,445,66.75,0,20,0,zomato online,other,delivered,delivery,#N/A
Qfh4IUEX4C,1/2/2017,487.5,550,82.5,0,20,0,zomato online,other,delivered,delivery,#N/A
vjqorfWNwj,1/2/2017,475,475,0,0,0,0,cash1485962497236,cash,delivered,delivery,#N/A
wEiGi43z5A,1/2/2017,300,300,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
J8lQpsreVQ,1/2/2017,495,495,0,0,0,0,card1485957119785,card,delivered,inStore,#N/A
JiSkO2AF8g,1/2/2017,442,520,78,0,0,0,cash1485971899583,cash,delivered,inStore,#N/A
eeTNgKSQKR,1/2/2017,245,245,0,0,0,0,card1485941775619,card,delivered,inStore,#N/A
2DUiAB2fNb,1/2/2017,440,440,0,0,0,0,cash1485940743061,cash,delivered,delivery,#N/A
0NQCFoGOrg,1/2/2017,420,420,0,0,0,0,card1485941399361,card,delivered,inStore,#N/A
46ttqzejKA,1/2/2017,510,510,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
7XFerYEdOO,1/2/2017,660,660,0,0,0,0,card1485937925881,card,delivered,inStore,#N/A
d0vRkATb7f,1/2/2017,815,815,0,0,0,0,card1485941191742,card,delivered,inStore,#N/A
cvkmgqFUip,1/2/2017,431.25,490,78.75,0,20,0,zomato online,other,delivered,delivery,#N/A
DiTl90xpep,1/2/2017,225,205,0,0,20,0,zomato online,other,delivered,delivery,#N/A
Fiw55ecVT8,1/2/2017,545,545,0,0,0,0,cash1485936659491,cash,delivered,inStore,#N/A
L60ZvdVCCs,31/01/2017,185,185,0,0,0,0,cash1485886346815,cash,delivered,inStore,#N/A
DsMKFeiluv,31/01/2017,508,565,57,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
GSnSJCLZau,31/01/2017,254,275,41.2,0,20,0,zomato online,other,delivered,delivery,#N/A
952tOQm7SI,31/01/2017,225,225,0,0,0,0,zomato online,other,delivered,inStore,#N/A
r0nb80gDG8,31/01/2017,295,295,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
aqDQAZvnkk,31/01/2017,1165,1165,0,0,0,0,cash1485879437774,cash,delivered,inStore,#N/A
ujTWMZEWYb,31/01/2017,260,260,0,0,0,0,cash1485874166945,cash,delivered,inStore,#N/A
IHMg4jn6sL,31/01/2017,343,380,57,0,20,0,zomato online,other,delivered,delivery,#N/A
zwclpPhv8e,31/01/2017,700,700,0,0,0,0,cash1485876037239,cash,delivered,delivery,#N/A
0aHfp8mSP1,31/01/2017,515,515,0,0,0,0,cash1485872856517,cash,delivered,delivery,#N/A
KaV9VwAQbl,31/01/2017,0,0,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
qaeKWOvt77,31/01/2017,195,195,0,0,0,0,cash1485858684669,cash,delivered,inStore,#N/A
mI64eLCiBF,31/01/2017,195,195,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
XAfTm9HMD5,31/01/2017,225,225,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
iehglbnwJH,31/01/2017,355,355,0,0,0,0,cash1485859242220,cash,delivered,inStore,#N/A
nAT1p3vQKN,31/01/2017,440,440,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
X8qXyjpEen,31/01/2017,400,400,0,0,0,0,400,other,delivered,inStore,#N/A
GYbLbrMw8G,31/01/2017,280,280,0,0,0,0,cash1485853112375,cash,delivered,inStore,#N/A
QGnYil19Hm,31/01/2017,520,520,0,0,0,0,cash1485852650427,cash,delivered,delivery,#N/A
T0A1fKgVkQ,30/01/2017,560,560,0,0,0,0,zomato online,other,delivered,inStore,#N/A
xdiXr4tFc7,30/01/2017,245,245,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
1WgJOFGEwF,30/01/2017,265,265,0,0,0,0,zomato online,other,delivered,inStore,#N/A
lKmfFMMGQc,30/01/2017,225,225,0,0,0,0,zomato online,other,delivered,inStore,#N/A
OL6Mv0svFb,30/01/2017,245,245,0,0,0,0,zomato online,other,delivered,inStore,#N/A
ynsYvRFhB4,30/01/2017,245,245,0,0,0,0,zomato online,other,delivered,delivery,#N/A
XsLCdnzq9H,30/01/2017,245,245,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
jrboiF4vu3,30/01/2017,490,490,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
13SwxBK7PZ,30/01/2017,530,600,90,0,20,0,zomato online,other,delivered,delivery,#N/A
RgzE4dDHVj,30/01/2017,225,225,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
a5MuBxeRJ9,30/01/2017,246,265,39.75,0,20,0,zomato cash,other,delivered,delivery,#N/A
r2xZHAr2PK,30/01/2017,505,570,85.5,0,20,0,zomato online,other,delivered,delivery,#N/A
g0PZbD7OC8,30/01/2017,166,185,19,0,0,0,cash1485799842397,cash,delivered,inStore,#N/A
x3lGO1PG8P,30/01/2017,140,140,0,0,0,0,cash1485792451397,cash,delivered,delivery,#N/A
U3kaDWfzXo,30/01/2017,90,90,0,0,0,0,cash1485790422744,cash,delivered,inStore,#N/A
8mAGTsFO0T,30/01/2017,245,245,0,0,0,0,card1485788357438,card,delivered,inStore,#N/A
GdbYEuuzsu,30/01/2017,275,275,0,0,0,0,cash1485777001148,cash,delivered,inStore,#N/A
KMf4bHFdFa,30/01/2017,225,225,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
h1lj4tdmds,30/01/2017,185,185,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
OZwWHUTJJU,30/01/2017,1030,1030,0,0,0,0,cash1485777380238,cash,delivered,inStore,#N/A
yHj5B7zPU4,30/01/2017,970,970,0,0,0,0,cash1485777401459,cash,delivered,inStore,#N/A
CFfrYEt4OB,30/01/2017,960,960,0,0,0,0,cash1485777129624,cash,delivered,inStore,#N/A
7kKFhGsPyN,30/01/2017,385,385,0,0,0,0,cash1485776741045,cash,delivered,inStore,#N/A
0dlQbKbrHz,30/01/2017,745,745,0,0,0,0,cash1485776881649,cash,delivered,inStore,#N/A
0eHARyEFTc,30/01/2017,215,215,0,0,0,0,cash1485773980050,cash,delivered,inStore,#N/A
5xG5ZJU9WD,30/01/2017,407,460,73.5,0,20,0,zomato online,other,delivered,delivery,#N/A
jJd8BcP5r3,30/01/2017,509,575,86.25,0,20,0,zomato onlne,other,delivered,delivery,#N/A
OCZVzp1xKB,30/01/2017,300,300,0,0,0,0,cash1485766855083,cash,delivered,inStore,#N/A
hOvh1vLSbd,30/01/2017,241,260,39,0,20,0,zomato online,other,delivered,delivery,#N/A
sd2cWQV3gv,30/01/2017,265,265,0,0,0,0,cash1485766434747,cash,delivered,inStore,#N/A
N5VwQFleeS,30/01/2017,150,150,0,0,0,0,cash1485766879801,cash,delivered,delivery,#N/A
6lhyLEXuqE,29/01/2017,315,315,0,0,0,0,card1485714230366,card,delivered,inStore,#N/A
rf9RxNk684,29/01/2017,263,285,42.75,0,20,0,zomato online,other,delivered,delivery,#N/A
ieK6FyRhfG,29/01/2017,263,285,42.75,0,20,0,zomato online,other,delivered,delivery,#N/A
FB5fyxmYnw,29/01/2017,225,225,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
FqAaVf2SM7,29/01/2017,628,715,107.25,0,20,0,zomato cash,other,delivered,delivery,#N/A
QaAsGZm8dG,29/01/2017,45,45,0,0,0,0,cash1485712418046,cash,delivered,inStore,#N/A
RAqhlYbEXX,29/01/2017,290,290,0,0,0,0,zomato online,other,delivered,inStore,#N/A
FCGfNQg4A2,29/01/2017,695,695,0,0,0,0,card1485713853412,card,delivered,inStore,#N/A
g5l4NyrKzL,29/01/2017,285,285,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
CVV0o9IWAT,29/01/2017,245,225,0,0,20,0,zomato cash,other,delivered,delivery,#N/A
FDStXH88fv,29/01/2017,285,285,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
Y4W93P00FY,29/01/2017,140,140,0,0,0,0,cash1485710207019,cash,delivered,inStore,#N/A
HkIjACzDcD,29/01/2017,490,490,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
v18C9AIbTX,29/01/2017,0,0,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
ahRjbDJNjq,29/01/2017,205,205,0,0,0,0,card1485707220593,card,delivered,inStore,#N/A
pBjr7Zib4I,29/01/2017,245,245,0,0,0,0,cash1485707540211,cash,delivered,delivery,#N/A
c3UqtnUq15,29/01/2017,745,745,0,0,0,0,cash1485708575100,cash,delivered,inStore,#N/A
cr8LV8fDOj,29/01/2017,1015,1015,0,0,0,0,cash1485709107868,cash,delivered,inStore,#N/A
1iKIIwOP9g,29/01/2017,225,225,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
jpC4qSy27s,29/01/2017,424,475,71.25,0,20,0,zomato online,other,delivered,delivery,#N/A
DmDDLOfyre,29/01/2017,263,285,42.75,0,20,0,zomato cash,other,delivered,delivery,#N/A
XXxh6Fb4YN,29/01/2017,420,470,70.5,0,20,0,zomato  online,other,delivered,delivery,#N/A
SkrohccrGm,29/01/2017,225,225,0,0,0,0,cash1485703930966,cash,delivered,inStore,#N/A
ShGQRfgPEV,29/01/2017,267,290,43.5,0,20,0,zomato cash,other,delivered,delivery,#N/A
2dpyrOqi9E,29/01/2017,339,375,56.25,0,20,0,zomato online,other,delivered,delivery,#N/A
LNbmrGV0mb,29/01/2017,586,665,99.75,0,20,0,zomato online,other,delivered,delivery,#N/A
yB9V1fG4Ss,29/01/2017,435,435,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
CTfdmhQTZc,29/01/2017,120,120,0,0,0,0,cash1485701392226,cash,delivered,inStore,#N/A
AYE1FxkjDk,29/01/2017,385,385,0,0,0,0,swiggy online,other,cancelled,inStore,Added this by mistake
T8ioR8o0Tp,29/01/2017,420,495,75,0,0,0,cash1485711748241,cash,delivered,inStore,#N/A
OTJHgb0RD3,29/01/2017,220,220,0,0,0,0,cash1485681203202,cash,delivered,inStore,#N/A
egFz9MsYla,29/01/2017,420,470,70.5,0,20,0,zomato cash,other,delivered,delivery,#N/A
FJpYeEfcAZ,29/01/2017,845,845,0,0,0,0,cash1485682512927,cash,delivered,inStore,#N/A
p2FsIOebJE,29/01/2017,470,470,0,0,0,0,cash1485682313879,cash,delivered,delivery,#N/A
5y6Qzz0cdW,29/01/2017,246,265,39.75,0,20,0,zomato cash,other,delivered,delivery,#N/A
7sA00tqoVk,29/01/2017,305,305,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
qLMDefv377,29/01/2017,430,430,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
RLOVB4uAGX,29/01/2017,620,705,105.75,0,20,0,zomato online,other,delivered,delivery,#N/A
B8UFkvAVHZ,29/01/2017,1315,1295,0,0,20,0,card1485677361974,card,delivered,delivery,#N/A
n7EPy5XEh8,29/01/2017,530,530,0,0,0,0,cash1485675887963,cash,delivered,delivery,#N/A
gXRlNVkooP,29/01/2017,490,490,0,0,0,0,card1485673187392,card,delivered,delivery,#N/A
1gvToqdNwm,29/01/2017,240,240,0,0,0,0,card1485670872646,card,delivered,delivery,#N/A
ABYvcfS0Bn,28/01/2017,735,735,0,0,0,0,cash1485627853384,cash,delivered,inStore,#N/A
3YAJO1eq1l,28/01/2017,265,265,0,0,0,0,cash1485627572118,cash,delivered,inStore,#N/A
KGuEHmtFwv,28/01/2017,265,245,0,0,20,0,cash1485627167520,cash,delivered,delivery,#N/A
XfxWu3DELA,28/01/2017,205,205,0,0,0,0,card1485625887208,card,delivered,inStore,#N/A
KyPxkMvnZ6,28/01/2017,1605,1605,0,0,0,0,cash1485626215193,cash,delivered,delivery,#N/A
LomfxBRqG0,28/01/2017,263,285,42.75,0,20,0,zomato online,other,delivered,delivery,#N/A
K6JaXMiIej,28/01/2017,500,500,0,0,0,0,swiggy online,other,delivered,delivery,#N/A
fUasrvRscT,28/01/2017,325,325,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
DWf2B7fgLi,28/01/2017,260,260,0,0,0,0,zomato onl ine,other,delivered,inStore,#N/A
hSDmUgJ5Z5,28/01/2017,265,265,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
12YbAb36vP,28/01/2017,460,460,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
lzLn55F6kp,28/01/2017,225,225,0,0,0,0,cash1485617708974,cash,delivered,delivery,#N/A
kXLvvlk0NC,28/01/2017,645,645,0,0,0,0,card1485616740728,card,delivered,delivery,#N/A
1aGb3VZtAG,28/01/2017,670,670,0,0,0,0,cash1485615349840,cash,delivered,delivery,#N/A
vP8Po3l4f7,28/01/2017,270,300,30,0,0,0,cash1485624967073,cash,delivered,inStore,#N/A
avBGVl9vHQ,28/01/2017,275,275,0,0,0,0,cash1485610423673,cash,delivered,inStore,#N/A
gRyRkY1Geh,28/01/2017,225,225,0,0,0,0,cash1485608724815,cash,delivered,inStore,#N/A
MKgABYlaG7,28/01/2017,950,950,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
LgCCElTfEf,28/01/2017,246,265,39.75,0,20,0,zomato online,other,delivered,delivery,#N/A
6ZzaNN0NZs,28/01/2017,225,225,0,0,0,0,card1485596796109,card,delivered,inStore,#N/A
G9sWWqLHQa,28/01/2017,865,865,0,0,0,0,card1485608760893,card,delivered,inStore,#N/A
zIdKEaR8bY,28/01/2017,1000,1000,0,0,0,0,cash1485593456633,cash,delivered,inStore,#N/A
kJH6HAGiwH,28/01/2017,225,225,0,0,0,0,cash1485588611362,cash,delivered,delivery,#N/A
QIua2FQh2U,27/01/2017,394,440,66,0,20,0,zomato online,other,delivered,delivery,#N/A
Yoh4C1ABW0,27/01/2017,285,265,0,0,20,0,zomato online,other,delivered,delivery,#N/A
j9jwIdndb9,27/01/2017,573,650,97.5,0,20,0,zomato online,other,delivered,delivery,#N/A
pZbUtuOTWg,27/01/2017,545,545,0,0,0,0,cash1485536845075,cash,delivered,inStore,#N/A
tGQUgGNEUU,27/01/2017,345,345,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
RmL3k3DK7o,27/01/2017,410,410,0,0,0,0,cash1485533843654,cash,delivered,inStore,#N/A
bgfngvi6P3,27/01/2017,265,265,0,0,0,0,swiggy online,other,delivered,delivery,#N/A
0g1SltNyX3,27/01/2017,420,470,70.5,0,20,0,zomato online,other,delivered,delivery,#N/A
asuDDhxp3l,27/01/2017,611,695,104.25,0,20,0,zomato cash,other,delivered,delivery,#N/A
dMmn9GlBcD,27/01/2017,230,230,0,0,0,0,cash1485529833384,cash,delivered,delivery,#N/A
GpQZmjaoHo,27/01/2017,120,120,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
U53VTc4rpl,27/01/2017,245,245,0,0,0,0,cash1485528794908,cash,delivered,delivery,#N/A
ohOWrcgj8w,27/01/2017,490,490,0,0,0,0,card1485526185468,card,delivered,inStore,#N/A
iI3G78sILx,27/01/2017,285,285,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
d4TgoUxn3v,27/01/2017,290,290,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
WpJTdTe06E,27/01/2017,675,675,0,0,0,0,cash1485526983032,cash,delivered,inStore,#N/A
9oJ7s0TiOy,27/01/2017,540,540,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
yqNKrcS9sb,27/01/2017,430,430,0,0,0,0,cash1485511924024,cash,delivered,inStore,#N/A
Aa19SDPFsN,27/01/2017,245,245,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
q5SksU1MOk,27/01/2017,1265,1265,0,0,0,0,cash1485509633311,cash,delivered,inStore,#N/A
0BNxbOQmHB,27/01/2017,470,470,0,0,0,0,cash1485510636090,cash,delivered,inStore,#N/A
SyEbBzBoqi,27/01/2017,471,530,79.5,0,20,0,zomato cash,other,delivered,delivery,#N/A
4XvZBFTZ7U,27/01/2017,355,355,0,0,0,0,card1485506349698,card,delivered,inStore,#N/A
X9sFUNmSC7,27/01/2017,1449,1610,161,0,0,0,cash1485540210195,cash,delivered,inStore,#N/A
59yP17RNXz,27/01/2017,245,245,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
2T2gFIGnHI,27/01/2017,675,675,0,0,0,0,cash1485502734145,cash,delivered,inStore,#N/A
7iVL1y50qJ,26/01/2017,975,975,0,0,0,0,zomato online,other,delivered,inStore,#N/A
kFdybgLZuu,26/01/2017,245,245,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
rdFU9E5tBc,26/01/2017,245,225,0,0,20,0,zomato online,other,delivered,delivery,#N/A
ryhauUbjph,26/01/2017,885,885,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
ynGzc7LFMS,26/01/2017,885,885,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
AG7Lft4isg,26/01/2017,2088,2455,367,0,0,0,cash1485456002140,cash,delivered,inStore,#N/A
yOeDi9bcsb,26/01/2017,325,325,0,0,0,0,cash1485451163918,cash,delivered,inStore,#N/A
QQEc9P7GBj,26/01/2017,535,535,0,0,0,0,cash1485454202623,cash,delivered,inStore,#N/A
SQ9h089GkA,26/01/2017,535,535,0,0,0,0,cash1485453007195,cash,delivered,inStore,#N/A
PJKpYknkyf,26/01/2017,470,470,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
AdJeb53GTa,26/01/2017,320,320,0,0,0,0,cash1485449754730,cash,delivered,delivery,#N/A
EeYjFa8mPn,26/01/2017,263,285,42.75,0,20,0,zomato cash,other,delivered,delivery,#N/A
mpovgzoD0Y,26/01/2017,195,195,0,0,0,0,cash1485445309536,cash,delivered,delivery,#N/A
hg9oqIJVjC,26/01/2017,356,395,59.25,0,20,0,zomato online,other,delivered,delivery,#N/A
hBhu6yQByQ,26/01/2017,620,705,105.75,0,20,0,zomato cash,other,delivered,delivery,#N/A
wVtJ7aFTT2,26/01/2017,510,490,0,0,20,0,cash1485445600753,cash,delivered,delivery,#N/A
bqAF29kukD,26/01/2017,297,325,48.75,0,20,0,zomato online,other,delivered,delivery,#N/A
lNneBCuaK6,26/01/2017,565,565,0,0,0,0,cash1485441893575,cash,delivered,inStore,#N/A
vHx4RrUhVs,26/01/2017,765,765,0,0,0,0,card1485426295733,card,delivered,inStore,#N/A
DdSraRvWiO,26/01/2017,543,615,92.25,0,20,0,zomato online,other,delivered,delivery,#N/A
1TudQNllG2,26/01/2017,400,400,0,0,0,0,cash1485428010617,cash,delivered,inStore,#N/A
7ComuiZjlt,26/01/2017,785,685,0,0,100,0,#N/A,#N/A,cancelled,delivery,Added this by mistake
hragN8Aduy,26/01/2017,200,200,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
59TXbYN4TR,26/01/2017,1090,1040,0,0,50,0,paytm,other,delivered,delivery,#N/A
VEdB4t0oGq,26/01/2017,420,470,70.5,0,20,0,zomato online,other,delivered,delivery,#N/A
9XWJrLOtYE,26/01/2017,488,550,82.5,0,20,0,zomato cash,other,delivered,delivery,#N/A
3EEkBMGvzC,26/01/2017,454,510,76.5,0,20,0,zomato online,other,delivered,delivery,#N/A
aap5a1DuGs,26/01/2017,1295,1245,50,0,100,0,#N/A,#N/A,cancelled,delivery,Added this by mistake
pJqDNBLSLr,26/01/2017,1245,1245,0,0,0,0,swiggy online,other,delivered,delivery,#N/A
qXpw9PTWom,26/01/2017,550,550,0,0,0,0,cash1485417443350,cash,delivered,delivery,#N/A
Xvt6yUfBy4,26/01/2017,0,0,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
DCeyTyhb62,25/01/2017,245,245,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
vmdL0Gpq2G,25/01/2017,195,195,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
L98ovghHiE,25/01/2017,195,195,0,0,0,0,cash1485368658007,cash,delivered,inStore,#N/A
Hf7MwzVPnf,25/01/2017,454,510,76.5,0,20,0,zomato online,other,delivered,delivery,#N/A
4R9PoDUxMB,25/01/2017,195,195,0,0,0,0,cash1485366110606,cash,delivered,inStore,#N/A
kjFXlGbP1U,25/01/2017,675,675,0,0,0,0,card1485366777061,card,delivered,inStore,#N/A
gFAMxzsvLg,25/01/2017,335,335,0,0,0,0,zomato cash,other,delivered,delivery,#N/A
YJdCROdJ2F,25/01/2017,275,275,0,0,0,0,cash1485362088878,cash,delivered,inStore,#N/A
JT5Q38KRZJ,25/01/2017,245,245,0,0,0,0,cash1485360059324,cash,delivered,inStore,#N/A
gBOtlWBsQ0,25/01/2017,245,245,0,0,0,0,card1485359940403,card,delivered,inStore,#N/A
UkL47esxkS,25/01/2017,715,695,0,0,20,0,cash1485360919035,cash,delivered,delivery,#N/A
WKN2AA4OEi,25/01/2017,325,325,0,0,0,0,card1485355592565,card,delivered,inStore,#N/A
ZMQkv31xGg,25/01/2017,1725,1675,0,0,50,0,cash1485360973190,cash,delivered,delivery,#N/A
OFANr3VESY,25/01/2017,290,290,0,0,0,0,#N/A,#N/A,cancelled,delivery,Added this by mistake
TX0kJJBlMT,25/01/2017,665,665,0,0,0,0,cash1485354584321,cash,delivered,inStore,#N/A
dFLeDbJmen,25/01/2017,225,225,0,0,0,0,cash1485343501206,cash,delivered,delivery,#N/A
0ksWBrycyb,25/01/2017,1091,1260,189,0,20,0,zomato online,zomato,delivered,delivery,#N/A
54mAjNzgEU,25/01/2017,4016,4185,189,0,20,0,#N/A,#N/A,cancelled,delivery,Added this by mistake
yWWBFkzCg0,25/01/2017,405,405,0,0,0,0,cash1485340284264,cash,delivered,delivery,#N/A
omkxZAZ0rg,25/01/2017,403,450,67.5,0,20,0,zomato cash,other,delivered,delivery,#N/A
GGwehKghMG,25/01/2017,245,225,0,0,20,0,zomato online,other,delivered,delivery,#N/A
0149paEHGd,25/01/2017,440,440,0,0,0,0,swiggy online,other,delivered,delivery,#N/A
IGgXHfDkoh,25/01/2017,267,290,43.5,0,20,0,zomato online,other,delivered,delivery,#N/A
pfri6PZbCD,25/01/2017,4390,4390,0,0,0,0,card1485336063605,card,delivered,inStore,#N/A
dsACbz9m1f,25/01/2017,0,0,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
1ihXucgAgw,25/01/2017,245,245,0,0,0,0,cash1485331474976,cash,delivered,delivery,#N/A
V1agrHZtpw,25/01/2017,345,345,0,0,0,0,card1485332581244,card,delivered,inStore,#N/A
6yYMZOwJA8,25/01/2017,1255,1270,15,0,0,0,cash1485367907587,cash,delivered,inStore,#N/A
A9TxIpXlpI,24/01/2017,205,225,20,0,0,0,cash1485280420292,cash,delivered,inStore,#N/A
EU3CwXY4uf,24/01/2017,245,225,0,0,20,0,zomato online,other,delivered,delivery,#N/A
LZTNMDc8Aj,24/01/2017,570,570,0,0,0,0,card1485277871599,card,delivered,inStore,#N/A
SzuAuhHwox,24/01/2017,265,265,0,0,0,0,zomato online,other,delivered,inStore,#N/A
xkK2UUn4Xn,24/01/2017,896,1030,154.5,0,20,0,cash1485280058134,cash,delivered,delivery,#N/A
CSi3roMDJz,24/01/2017,245,245,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
hpvppEatNA,24/01/2017,195,195,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
EeUMdKqoTx,24/01/2017,460,460,0,0,0,0,card1485275955963,card,delivered,inStore,#N/A
KCRYPCXOBk,24/01/2017,460,460,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
opCaILt4P4,24/01/2017,339,375,56.25,0,20,0,zomato online,other,delivered,delivery,#N/A
lMEQoqnCnR,24/01/2017,340,340,0,0,0,0,cash1485272356944,cash,delivered,inStore,#N/A
NQDLXxabEi,24/01/2017,225,225,0,0,0,0,cash1485271807845,cash,delivered,delivery,#N/A
wTiFQuXOIa,24/01/2017,275,300,45,0,20,0,zomato online,other,delivered,delivery,#N/A
BqH3E81NBn,24/01/2017,285,285,0,0,0,0,cash1485277447945,cash,delivered,delivery,#N/A
ngo5WSkd1x,24/01/2017,285,285,0,0,0,0,#N/A,#N/A,cancelled,delivery,Added this by mistake
SFaV4gyMlb,24/01/2017,0,0,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
YRVlA1HRi2,24/01/2017,320,320,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
Q2AEtjiqPj,24/01/2017,885,885,0,0,0,0,cash1485254772462,cash,delivered,inStore,#N/A
vzAhNPbEHZ,24/01/2017,2440,2875,435,0,0,0,cash1485279961334,cash,delivered,inStore,#N/A
cPpmaULSs0,24/01/2017,365,365,0,0,0,0,cash1485248343837,cash,delivered,delivery,#N/A
FsmEyMVBDG,24/01/2017,150,150,0,0,0,0,cash1485245546703,cash,delivered,inStore,#N/A
3daeGilBw5,23/01/2017,265,245,0,0,20,0,cash1485193788431,cash,delivered,delivery,#N/A
I7LKGlXNzG,23/01/2017,0,0,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
cQkVIM6k9d,23/01/2017,320,320,0,0,0,0,cash1485196454856,cash,delivered,delivery,#N/A
HkeedvNPl8,23/01/2017,140,140,0,0,0,0,cash1485192870551,cash,delivered,inStore,#N/A
GgoqbloiF9,23/01/2017,345,345,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
kOn32xuxvS,23/01/2017,450,450,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
kjLhoePMB2,23/01/2017,237,255,38.25,0,20,0,zomato online,other,delivered,delivery,#N/A
uaBT7aHvxH,23/01/2017,665,665,0,0,0,0,#N/A,#N/A,cancelled,delivery,Added this by mistake
QFlvM0wPPw,23/01/2017,665,665,0,0,0,0,card1485186084965,card,delivered,delivery,#N/A
Fg3U4PYZet,23/01/2017,375,375,0,0,0,0,cash1485186141231,cash,delivered,delivery,#N/A
Cm9UvdcMsr,23/01/2017,515,515,0,0,0,0,paytm online,other,delivered,inStore,#N/A
9eBDbZK8W9,23/01/2017,195,195,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
IgztRl7uXu,23/01/2017,200,200,0,0,0,0,cash1485194170948,cash,delivered,delivery,#N/A
ROpaMqTWbz,23/01/2017,265,265,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
NNgWjZ1rdo,23/01/2017,2997,2997,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
L2zEUfr1QM,23/01/2017,360,360,0,0,0,0,cash1485166033364,cash,delivered,delivery,#N/A
AB0YuDzs1g,23/01/2017,394,440,66,0,20,0,zomato onine,other,delivered,delivery,#N/A
ZiVmQIhM3F,23/01/2017,380,360,0,0,20,0,#N/A,#N/A,cancelled,delivery,Added this by mistake
BlpNZLGRFE,23/01/2017,215,195,0,0,20,0,zomato online,other,delivered,delivery,#N/A
GO5AtD10DI,23/01/2017,645,735,110.25,0,20,0,zomato cash,other,delivered,delivery,#N/A
jfNZHp5khC,23/01/2017,215,215,0,0,0,0,cash1485159221146,cash,delivered,inStore,#N/A
TD8MGghCXp,23/01/2017,870,960,110.25,0,20,0,#N/A,#N/A,cancelled,delivery,Added this by mistake
XaQyfQiMIK,23/01/2017,300,280,0,0,20,0,cash1485159276233,cash,delivered,delivery,#N/A
