id,created,total,original,discount,tax,deliveryCharge,advance,paymentId,paymentMode,state,style,cancellation
wKEXiBgpRM,11/2/2017,270,245,0,0,25,0,#N/A,#N/A,processing,delivery,#N/A
h2OtV9X1BV,11/2/2017,195,195,0,0,0,0,#N/A,#N/A,initiated,inStore,#N/A
Kiqb3cSdlS,11/2/2017,365,365,0,0,0,0,card1486824628270,card,delivered,inStore,#N/A
IAObHwgEPT,11/2/2017,245.25,265,39.75,0,20,0,zomato online,other,delivered,delivery,#N/A
nR31JKc4DX,11/2/2017,390,390,0,0,0,0,cash1486808956626,cash,delivered,inStore,#N/A
hikseq4tNM,11/2/2017,325,325,0,0,0,0,zomato onlie,other,delivered,delivery,#N/A
ecpje6ZqEb,11/2/2017,270.75,315,44.25,0,0,0,zomato online,other,delivered,delivery,#N/A
4olSHcQcLa,11/2/2017,710,710,0,0,0,0,cash1486808879779,cash,delivered,inStore,#N/A
PovFX2LovJ,11/2/2017,270,270,0,0,0,0,cash1486808904028,cash,delivered,delivery,#N/A
HDg6knFMfP,11/2/2017,625,625,0,0,0,0,card1486807376303,card,delivered,inStore,#N/A
PBG3w2zqz1,11/2/2017,440,440,0,0,0,0,card1486806546883,card,delivered,inStore,#N/A
KlyhzE9Mc8,11/2/2017,150,150,0,0,0,0,cash1486807411123,cash,delivered,inStore,#N/A
xSDVESCXFz,11/2/2017,295,245,0,0,50,0,cash1486804575401,cash,delivered,delivery,#N/A
VDQcsCe3LO,11/2/2017,480,480,0,0,0,0,card1486804636451,card,delivered,inStore,#N/A
epAHIO2vE8,11/2/2017,925,925,0,0,0,0,#N/A,#N/A,initiated,inStore,#N/A
b3nb5ymcf3,11/2/2017,270,245,0,0,25,0,cash1486804597294,cash,delivered,delivery,#N/A
tpIo0PPeKR,11/2/2017,820,820,0,0,0,0,card1486803381709,card,delivered,inStore,#N/A
VoJXwOXMZq,11/2/2017,985,960,0,0,25,0,card1486800014536,card,delivered,delivery,#N/A
lGhYyVoNRn,11/2/2017,120,120,0,0,0,0,cash1486798185401,cash,delivered,delivery,#N/A
KBCCm8B9p2,11/2/2017,265,265,0,0,0,0,cash1486800046798,cash,delivered,delivery,#N/A
PCtw6gFK7k,11/2/2017,895,870,0,0,25,0,cash1486800071584,cash,delivered,delivery,#N/A
YnhqkfKdk6,10/2/2017,245,225,0,0,20,0,cash1486750274664,cash,delivered,delivery,#N/A
opnxJfh82e,10/2/2017,225,225,0,0,0,0,cash1486748076850,cash,delivered,inStore,#N/A
PRAPmuvHCN,10/2/2017,1320.5,1510,229.5,0,40,0,zomato online,other,delivered,delivery,#N/A
ljYuxNFRYd,10/2/2017,340,340,0,0,0,0,cash1486748012040,cash,delivered,inStore,#N/A
EZ8jkOsAd3,10/2/2017,245,245,0,0,0,0,cash1486745858727,cash,delivered,inStore,#N/A
RDPJPVBkGt,10/2/2017,301,320,59,0,40,0,zomato online,other,delivered,delivery,#N/A
S2I1PE7sJ4,10/2/2017,275,300,45,0,20,0,zomato online,other,delivered,delivery,#N/A
YndoSbHZLD,10/2/2017,750,750,0,0,0,0,cash1486747433616,cash,delivered,inStore,#N/A
P0VjS8FntP,10/2/2017,315,315,0,0,0,0,cash1486747766650,cash,delivered,delivery,#N/A
WOwVcmOHSL,10/2/2017,195,195,0,0,0,0,cash1486745079753,cash,delivered,delivery,#N/A
PDRwFesvyq,10/2/2017,650,650,0,0,0,0,cash1486745130512,cash,delivered,inStore,#N/A
Qc0mrgqeAA,10/2/2017,814.75,935,140.25,0,20,0,cash1486745400156,cash,delivered,delivery,#N/A
xBDWjeoz7q,10/2/2017,710,710,0,0,0,0,card1486745626683,card,delivered,inStore,#N/A
oCWgLoYZFh,10/2/2017,630,630,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
KCt38RzNS4,10/2/2017,410,385,0,0,25,0,cash1486746907353,cash,delivered,delivery,#N/A
voKfOjsK1o,10/2/2017,15,15,0,0,0,0,cash1486742286202,cash,delivered,inStore,#N/A
cq0YLGKeDN,10/2/2017,245,245,0,0,0,0,cash1486738755916,cash,delivered,inStore,#N/A
OANsDQEpYV,10/2/2017,225,225,0,0,0,0,cash1486736365117,cash,delivered,inStore,#N/A
m4tQD7xM3W,10/2/2017,120,120,0,0,0,0,cash1486737212517,cash,delivered,delivery,#N/A
pbIqPHklek,10/2/2017,283.5,320,46.5,0,10,0,cash1486737236603,cash,delivered,delivery,#N/A
NdPUVF5tyy,10/2/2017,420,420,0,0,0,0,cash1486736097562,cash,delivered,inStore,#N/A
khVqB4Dj6t,10/2/2017,1630,1630,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
2fIpqxJYwD,10/2/2017,265,265,0,0,0,0,swuggy online,other,delivered,inStore,#N/A
zJKKrVJXZB,10/2/2017,490,490,0,0,0,0,cash1486720438011,cash,delivered,inStore,#N/A
A6rK8Xl4hm,10/2/2017,249.5,270,40.5,0,20,0,zomato online,other,delivered,delivery,#N/A
F4q8bT7qy8,10/2/2017,540,490,0,0,50,0,cash1486717877352,cash,delivered,delivery,#N/A
7vpSXqsm3a,10/2/2017,250,225,0,0,25,0,cash1486717898782,cash,delivered,delivery,#N/A
eamE9qduuO,10/2/2017,949,1055,106,0,0,0,cash1486748963674,cash,delivered,inStore,#N/A
tvbRdYEYbd,10/2/2017,735,735,0,0,0,0,cash1486713000079,cash,delivered,inStore,#N/A
TxoBgRTT6g,10/2/2017,795,795,0,0,0,0,card1486712462558,card,delivered,inStore,#N/A
1iAoaFYDLM,10/2/2017,1015,990,0,0,25,0,cash1486736077245,cash,delivered,delivery,#N/A
OAAXZL0xM2,10/2/2017,1530,1480,0,0,50,0,card1486713821362,card,delivered,delivery,#N/A
pqVfkksIkl,9/2/2017,225,225,0,0,0,0,swiggy,other,delivered,inStore,#N/A
UWc5lwDB1K,9/2/2017,220,220,0,0,0,0,cash1486661047792,cash,delivered,inStore,#N/A
Rc4poIDHD8,9/2/2017,315,315,0,0,0,0,card1486660053131,card,delivered,inStore,#N/A
i6xPMEAc2O,9/2/2017,280,280,0,0,0,0,cash1486658557643,cash,delivered,delivery,#N/A
ZcQw8aM7Hr,9/2/2017,560,560,0,0,0,0,card1486658781462,card,delivered,delivery,#N/A
R7HoHHI0cv,9/2/2017,1010.25,1165,174.75,0,20,0,cash1486657664863,cash,delivered,delivery,#N/A
aMZfQqf75l,9/2/2017,215,195,0,0,20,0,cash1486659366143,cash,delivered,delivery,#N/A
cy5y1MCOhk,9/2/2017,576.75,645,98.25,0,30,0,zomato online,other,delivered,delivery,#N/A
gkp0ZhuB1a,9/2/2017,490,490,0,0,0,0,cash1486655429720,cash,delivered,delivery,#N/A
hwlSSfOCxH,9/2/2017,325,325,0,0,0,0,cash1486653820704,cash,delivered,inStore,#N/A
NiIJRvSBQf,9/2/2017,565,565,0,0,0,0,card1486652625428,card,delivered,delivery,#N/A
p1JDWYYBW5,9/2/2017,510,510,0,0,0,0,card1486651983467,card,delivered,inStore,#N/A
BDIDQyxkjB,9/2/2017,120,120,0,0,0,0,cash1486648091178,cash,delivered,delivery,#N/A
X7ETEPz7SD,9/2/2017,230,230,0,0,0,0,cash1486646197676,cash,delivered,inStore,#N/A
77IlAZmhLd,9/2/2017,1255,1255,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
SDSRev6prD,9/2/2017,325,325,0,0,0,0,swiggy,other,delivered,delivery,#N/A
LQagc3ie1Q,9/2/2017,300.5,330,49.5,0,20,0,zomato online,other,delivered,delivery,#N/A
DbaL95xrih,9/2/2017,265,245,0,0,20,0,zomato online,other,delivered,delivery,#N/A
kgUYWdNtF7,9/2/2017,558,620,62,0,0,0,cash1486662656409,cash,delivered,inStore,#N/A
6VYgXuZdsN,8/2/2017,283.5,310,46.5,0,20,0,cash1486574699141,cash,delivered,delivery,#N/A
DuOLMxPwyw,8/2/2017,160,140,0,0,20,0,#N/A,#N/A,cancelled,delivery,Added this by mistake
0VDkfpLvQo,8/2/2017,226.5,245,38.5,0,20,0,cash1486573549872,cash,delivered,delivery,#N/A
zGIsHTMfcG,8/2/2017,530,530,0,0,0,0,cash1486575760540,cash,delivered,inStore,#N/A
Qk04qUJLBA,8/2/2017,390,390,0,0,0,0,cash1486574166041,cash,delivered,inStore,#N/A
bAk3fJCmNk,8/2/2017,180,180,0,0,0,0,cash1486572954696,cash,delivered,inStore,#N/A
MRP77wrYzF,8/2/2017,237,245,28,0,20,0,#N/A,#N/A,cancelled,delivery,Added this by mistake
CNztzelbLh,8/2/2017,1030,1030,0,0,0,0,cash1486570772887,cash,delivered,inStore,#N/A
0ZFHzaOMOj,8/2/2017,1184.5,1370,205.5,0,20,0,cash1486570538726,cash,delivered,delivery,#N/A
l1Awh7BkCE,8/2/2017,705,705,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
Yg3Il2Adxn,8/2/2017,241,260,39,0,20,0,241,other,delivered,delivery,#N/A
9q35Hb68qj,8/2/2017,925,900,0,0,25,0,cash1486570490773,cash,delivered,delivery,#N/A
mCPPjXpmgn,8/2/2017,245,245,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
COhZ3pigie,8/2/2017,245,245,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
GHccC6XBP3,8/2/2017,120,120,0,0,0,0,cash1486563349244,cash,delivered,delivery,#N/A
Fm5fzKoD38,8/2/2017,365,365,0,0,0,0,cash1486549303866,cash,delivered,inStore,#N/A
OmjOER1SyS,8/2/2017,901,1060,159,0,0,0,cash1486576098820,cash,delivered,inStore,#N/A
BuM79pYceA,8/2/2017,510,510,0,0,0,0,cash1486548487506,cash,delivered,inStore,#N/A
lJZQMcTz8K,8/2/2017,420,420,0,0,0,0,card1486548683749,card,delivered,inStore,#N/A
VBmdGIzE4h,8/2/2017,535,535,0,0,0,0,cash1486543471378,cash,delivered,delivery,#N/A
z7rQIdBfLJ,8/2/2017,990,990,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
FAk0pD1EK8,8/2/2017,2305,2305,0,0,0,0,card1486547044513,card,delivered,inStore,#N/A
OSZIzHXFjm,8/2/2017,270,270,0,0,0,0,cash1486542106063,cash,delivered,delivery,#N/A
eFheN3FaDp,8/2/2017,150,150,0,0,0,0,cash1486539039767,cash,delivered,delivery,#N/A
SXAFFx4q7J,7/2/2017,195,195,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
ygLlsCFHtW,7/2/2017,300,360,80,0,20,0,zomato online,other,delivered,delivery,#N/A
s0MDXkTW5x,7/2/2017,195,195,0,0,0,0,cash1486489094349,cash,delivered,inStore,#N/A
PN8jIVxXlw,7/2/2017,606,675,89,0,20,0,cash1486490222874,cash,delivered,delivery,#N/A
YAWPMtiwF2,7/2/2017,205,205,0,0,0,0,cash1486489005899,cash,delivered,inStore,#N/A
QHuF4Fu0pm,7/2/2017,250,270,40,0,20,0,zomato online,other,delivered,delivery,#N/A
fdv7a3X1o8,7/2/2017,865,865,0,0,0,0,cash1486489794883,cash,delivered,inStore,#N/A
AQpYxLBNLW,7/2/2017,301,320,39,0,20,0,zomato online,other,delivered,delivery,#N/A
4SyhHy9dbG,7/2/2017,915,890,0,0,25,0,cash1486488029309,cash,delivered,delivery,#N/A
g49c5AKuqK,7/2/2017,510,510,0,0,0,0,cash1486487135843,cash,delivered,inStore,#N/A
SNCZABoGkd,7/2/2017,445,445,0,0,0,0,cash1486485338649,cash,delivered,inStore,#N/A
x3yRlnDQaM,7/2/2017,275,300,45,0,20,0,zoamto online,other,delivered,delivery,#N/A
YWihGTbNg6,7/2/2017,195,195,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
SOLUR9a112,7/2/2017,402.5,450,67.5,0,20,0,cash1486484535356,cash,delivered,delivery,#N/A
REhzIo0Taf,7/2/2017,266.5,290,43.5,0,20,0,zomato onliner,other,delivered,delivery,#N/A
Xu39tZupEJ,7/2/2017,245,285,60,0,20,0,zomato online,other,delivered,delivery,#N/A
YXVui96k5U,7/2/2017,265,245,0,0,20,0,zomato online,other,delivered,delivery,#N/A
BdxmmHc0pg,7/2/2017,940,940,0,0,0,0,cash1486484006562,cash,delivered,inStore,#N/A
wo1aqGKVJo,7/2/2017,140,140,0,0,0,0,cash1486481358502,cash,delivered,inStore,#N/A
2V8BDqANeM,7/2/2017,285,265,0,0,20,0,cash1486483382725,cash,delivered,delivery,#N/A
SHWuhaeQjM,7/2/2017,475,555,100,0,20,0,cash1486480621438,cash,delivered,delivery,#N/A
AKd2zVqPLt,7/2/2017,525.75,595,89.25,0,20,0,zomato online,other,delivered,delivery,#N/A
HxfeSU8d3t,7/2/2017,245,225,0,0,20,0,cash1486462672880,cash,delivered,delivery,#N/A
oRgx7knAxj,7/2/2017,252,280,28,0,0,0,cash1486490282756,cash,delivered,inStore,#N/A
CJ5k8Y0krZ,7/2/2017,295,275,0,0,20,0,cash1486460970592,cash,delivered,delivery,#N/A
Ry2WZemXIa,7/2/2017,420,420,0,0,0,0,paytm,other,delivered,inStore,#N/A
GYKWsb9rjX,7/2/2017,300,275,0,0,25,0,cash1486458339661,cash,delivered,delivery,#N/A
hMNhuZAuFf,7/2/2017,377,420,63,0,20,0,zomato online,other,delivered,delivery,#N/A
dwZRcVCl6b,7/2/2017,226.75,245,38.25,0,20,0,zomato online,other,delivered,delivery,#N/A
dSoa0en49p,7/2/2017,419.5,470,70.5,0,20,0,zomato onlie,other,delivered,delivery,#N/A
PAp7g3Fzun,7/2/2017,225,225,0,0,0,0,swiggy online,other,delivered,delivery,#N/A
CD9LkT77uN,5/2/2017,120,120,0,0,0,0,cash1486317926663,cash,delivered,inStore,#N/A
539Spibg0f,5/2/2017,120,120,0,0,0,0,cash1486318429595,cash,delivered,inStore,#N/A
hyzxvYIv3s,5/2/2017,253.75,275,41.25,0,20,0,zomato online,other,delivered,delivery,#N/A
NK9VyOAsmE,5/2/2017,245.25,265,39.75,0,20,0,zomato online,other,delivered,delivery,#N/A
7PefgK5x7r,5/2/2017,255,255,0,0,0,0,cash1486317549885,cash,delivered,inStore,#N/A
kM2KwX6MpC,5/2/2017,265,265,0,0,0,0,cash1486313497362,cash,delivered,inStore,#N/A
iBgYjm0Hax,5/2/2017,535,535,0,0,0,0,cash1486317498232,cash,delivered,inStore,#N/A
T0Y0WiKRQz,5/2/2017,300,360,80,0,20,0,zomato online,other,delivered,delivery,#N/A
TodvGVgQ5H,5/2/2017,491.75,555,83.25,0,20,0,cash1486311330609,cash,delivered,delivery,#N/A
5RJfVlOfmh,5/2/2017,325,300,0,0,25,0,cash1486317575780,cash,delivered,delivery,#N/A
N9YGIXZ46Z,5/2/2017,810,810,0,0,0,0,card1486317428562,card,delivered,inStore,#N/A
OsTePHNddI,5/2/2017,140,140,0,0,0,0,cash1486312362528,cash,delivered,inStore,#N/A
Ju6mMxEVic,5/2/2017,385,385,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
GVvqBLco1O,5/2/2017,972,1120,168,0,20,0,zomato online,other,delivered,delivery,#N/A
340s8GhOOf,5/2/2017,445,425,0,0,20,0,cash1486311952594,cash,delivered,delivery,#N/A
gjotYxsYVb,5/2/2017,495,470,0,0,25,0,cash1486311991760,cash,delivered,delivery,#N/A
CA0PWV4O1s,5/2/2017,245,245,0,0,0,0,swiggy onlie,other,delivered,inStore,#N/A
2xnsVpmxe7,5/2/2017,177.5,225,67.5,0,20,0,zomato online,other,delivered,delivery,#N/A
3DEudKplyk,5/2/2017,705,705,0,0,0,0,cash1486312083646,cash,delivered,delivery,#N/A
6WgdiSiaDb,5/2/2017,215,195,0,0,20,0,cash1486307415575,cash,delivered,delivery,#N/A
K5CkxjReXV,5/2/2017,1405,1380,0,0,25,0,cash1486306937270,cash,delivered,delivery,#N/A
v407JuhY9g,5/2/2017,860,840,0,0,20,0,cash1486306755637,cash,delivered,delivery,#N/A
bVmOwrIm5I,5/2/2017,525,525,0,0,0,0,cash1486305540332,cash,delivered,inStore,#N/A
H34KIBg6y8,5/2/2017,266.5,290,43.5,0,20,0,zomato online,other,delivered,delivery,#N/A
lQJJRmbFmv,5/2/2017,680,680,0,0,0,0,cash1486289675880,cash,delivered,inStore,#N/A
nCt2xLOr0J,5/2/2017,567,630,63,0,0,0,cash1486317312191,cash,delivered,inStore,#N/A
qLnPQKmESv,5/2/2017,195,195,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
2KmUnon1de,5/2/2017,245.25,265,39.75,0,20,0,zomato online,other,delivered,delivery,#N/A
5tOQ26wiKJ,5/2/2017,456.5,510,73.5,0,20,0,zomato online,other,delivered,delivery,#N/A
9ZwyhydXxr,5/2/2017,410,410,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
uY5frAq3bF,5/2/2017,490,490,0,0,0,0,card1486281533277,card,delivered,delivery,#N/A
xiZvjdEWlj,5/2/2017,2535,2535,0,0,0,0,cash1486291488849,cash,delivered,delivery,#N/A
Tz85NjFxJF,5/2/2017,930,930,0,0,0,0,cash1486279180230,cash,delivered,delivery,#N/A
pLXyaxHX0P,5/2/2017,245,245,0,0,0,0,cash1486279214230,cash,delivered,delivery,#N/A
jcHkZbj1vI,4/2/2017,570,570,0,0,0,0,card1486235732142,card,delivered,inStore,#N/A
U6PPayXyOE,4/2/2017,85,65,0,0,20,0,cash1486233339223,cash,delivered,delivery,#N/A
7WUX8gs11c,4/2/2017,245,285,65,0,25,0,zomato online,other,delivered,delivery,#N/A
0E0zCMCoff,4/2/2017,266.5,290,43.5,0,20,0,zomato online,other,delivered,delivery,#N/A
o3jBGHhWIR,4/2/2017,226.75,245,38.25,0,20,0,zomato online,other,delivered,delivery,#N/A
YwpMY6bPBp,4/2/2017,255,255,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
ByeGBEh654,4/2/2017,253.75,275,41.25,0,20,0,cash1486232913765,cash,delivered,delivery,#N/A
VjOsQDqPnE,4/2/2017,504,560,56,0,0,0,cash1486232774191,cash,delivered,inStore,#N/A
avOZBuuLbA,4/2/2017,245,245,0,0,0,0,cash1486231056931,cash,delivered,delivery,#N/A
2SEVEcR3c6,4/2/2017,225,225,0,0,0,0,cash1486231996828,cash,delivered,delivery,#N/A
40bbRz9Rh1,4/2/2017,465,465,0,0,0,0,cash1486231239003,cash,delivered,inStore,#N/A
5f6GwhzczS,4/2/2017,245,245,0,0,0,0,cash1486225183965,cash,delivered,delivery,#N/A
fzUWz5nu5X,4/2/2017,250,250,0,0,0,0,paytm,other,delivered,inStore,#N/A
ESJBUPtm0N,4/2/2017,265,265,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
pSPOAQonSK,4/2/2017,245.25,265,39.75,0,20,0,zomato online,other,delivered,delivery,#N/A
1JE8HYpJLM,4/2/2017,265,265,0,0,0,0,cash1486231572053,cash,delivered,delivery,#N/A
daobUkhihn,4/2/2017,265,265,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
rSzE9NL4m5,4/2/2017,531.5,555,43.5,0,20,0,cash1486234031015,cash,delivered,delivery,#N/A
6sjVI2uNxg,4/2/2017,622,710,108,0,20,0,zomato online,other,delivered,delivery,#N/A
cVRJUBcGM8,4/2/2017,510,510,0,0,0,0,card1486223397845,card,delivered,inStore,#N/A
4dFwH3lutA,4/2/2017,245.25,265,39.75,0,20,0,zomato online,other,delivered,delivery,#N/A
AQLg0iwxIu,4/2/2017,1175,1175,0,0,0,0,cash1486224603790,cash,delivered,delivery,#N/A
EbAtcgUpzv,4/2/2017,644.75,735,110.25,0,20,0,zomato online,other,delivered,delivery,#N/A
jwRcwzS0hi,4/2/2017,1231.25,1425,213.75,0,20,0,zomato online,other,delivered,delivery,#N/A
AwdcZCLdTf,4/2/2017,405,405,0,0,0,0,cash1486217064433,cash,delivered,delivery,#N/A
bDSWFiqrsG,4/2/2017,120,120,0,0,0,0,cash1486210097029,cash,delivered,delivery,#N/A
8Qj1DTt4ya,4/2/2017,450,450,0,0,0,0,cash1486205971710,cash,delivered,inStore,#N/A
BaG1PCkvZL,4/2/2017,150,150,0,0,0,0,cash1486198450645,cash,delivered,delivery,#N/A
unqgVkvjTM,4/2/2017,1150.5,1330,199.5,0,20,0,cash1486196299447,cash,delivered,delivery,#N/A
VCsQzzBGJ7,4/2/2017,575,575,0,0,0,0,cash1486198479302,cash,delivered,delivery,#N/A
EYTxlnggyw,4/2/2017,245.25,265,39.75,0,20,0,zomato online,other,delivered,delivery,#N/A
onZQrQOYC3,4/2/2017,265,265,0,0,0,0,cash1486194819647,cash,delivered,delivery,#N/A
AsYELvVeDi,3/2/2017,225,225,0,0,0,0,cash1486145749465,cash,delivered,delivery,#N/A
hWFGZixWiw,3/2/2017,284,335,51,0,0,0,cash1486145725669,cash,delivered,inStore,#N/A
2EYYzaTbCI,3/2/2017,226.75,245,38.25,0,20,0,zomato cash,other,delivered,delivery,#N/A
Op4jM3U18N,3/2/2017,225,205,0,0,20,0,zomato online,other,delivered,delivery,#N/A
FNLIdhWqoi,3/2/2017,285,285,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
lsJama58Sd,3/2/2017,290,290,0,0,0,0,card1486145238314,card,delivered,inStore,#N/A
FsWGPHjVsw,3/2/2017,918,1060,162,0,20,0,zomato cash,other,delivered,delivery,#N/A
XtTIrOdEDS,3/2/2017,225,225,0,0,0,0,cash1486142557014,cash,delivered,delivery,#N/A
2d2RKpdBN6,3/2/2017,252.25,275,42.75,0,20,0,zomato online,other,delivered,delivery,#N/A
PJVC44KKie,3/2/2017,195,195,0,0,0,0,cash1486139668507,cash,delivered,inStore,#N/A
qbCC3Bt6Bn,3/2/2017,245,245,0,0,0,0,cash1486138700089,cash,delivered,delivery,#N/A
6hGNRp2ol0,3/2/2017,5096,5096,0,0,0,0,cash1486141628761,cash,delivered,delivery,#N/A
HWO32GuBZD,3/2/2017,245,245,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
gvOGjQhrMk,3/2/2017,670.25,765,114.75,0,20,0,zomato online,other,delivered,delivery,#N/A
RcegKkb98s,3/2/2017,226.75,245,38.25,0,20,0,zomato online,other,delivered,delivery,#N/A
RrNHhZqHEu,3/2/2017,140,140,0,0,0,0,cash1486130541223,cash,delivered,inStore,#N/A
w6YC8Cya15,3/2/2017,140,140,0,0,0,0,cash1486127220623,cash,delivered,inStore,#N/A
8WFcqLJJiN,3/2/2017,665,0,0,0,0,0,cash1486122092052,cash,delivered,inStore,#N/A
4hJAg57xgh,3/2/2017,253.75,275,41.25,0,20,0,zomato online,other,delivered,delivery,#N/A
FVdyi3IdH7,3/2/2017,245.25,265,39.75,0,20,0,zomato online,other,delivered,delivery,#N/A
CY6CzCH2YC,3/2/2017,377,420,63,0,20,0,zomato online,other,delivered,delivery,#N/A
DUHvNtnBDV,3/2/2017,660,0,0,0,0,0,cash1486115810190,cash,delivered,inStore,#N/A
F7ft5SDl5J,3/2/2017,226.75,245,38.25,0,20,0,zomato online,other,delivered,delivery,#N/A
6vZcXc1Q3Z,3/2/2017,225,0,0,0,0,0,swiggy online,other,delivered,delivery,#N/A
Evl7sisSdx,3/2/2017,418,470,72,0,20,0,zomato online,other,delivered,delivery,#N/A
p37zVMJmF7,3/2/2017,920,0,0,0,0,0,cash1486113574184,cash,delivered,delivery,#N/A
V9F0xG8PZ3,3/2/2017,551.25,625,93.75,0,20,0,zomato online,other,delivered,delivery,#N/A
pAMIcorlfa,2/2/2017,220,220,0,0,0,0,cash1486059592995,cash,delivered,inStore,#N/A
onIrqW07lx,2/2/2017,245,245,0,0,0,0,paytm online,other,delivered,inStore,#N/A
cKusjKdQyg,2/2/2017,457.5,520,82.5,0,20,0,zomato online,other,delivered,delivery,#N/A
gPdZBTzvww,2/2/2017,249.5,270,40.5,0,20,0,zomato online,other,delivered,delivery,#N/A
YBGZzuAsYd,2/2/2017,225,225,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
W6pfG8pgBv,2/2/2017,140,140,0,0,0,0,cash1486051328465,cash,delivered,inStore,#N/A
DpYxyIUhsB,2/2/2017,293.25,325,51.75,0,20,0,zomato online,other,delivered,delivery,#N/A
YQACVp0pV2,2/2/2017,530,530,0,0,0,0,card1486051387605,card,delivered,delivery,#N/A
Sn8w8rgtd8,2/2/2017,1265,1490,225,0,0,0,cash1486060689443,cash,delivered,inStore,#N/A
R0iuDRwgDH,2/2/2017,0,0,0,0,0,0,#N/A,#N/A,cancelled,delivery,Added this by mistake
5xpuWU0CCZ,2/2/2017,296.25,325,48.75,0,20,0,zomato cash,other,delivered,delivery,#N/A
L8Q2bvemBB,2/2/2017,265,265,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
8AJeFHRam1,2/2/2017,0,0,0,0,0,0,#N/A,#N/A,cancelled,delivery,Added this by mistake
VYgW8G7qF7,2/2/2017,0,0,0,0,0,0,#N/A,#N/A,cancelled,delivery,Added this by mistake
oBmaZQLa96,2/2/2017,0,0,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
u7VUplLClg,2/2/2017,0,0,0,0,0,0,#N/A,#N/A,cancelled,delivery,Customer requested cancellation
bMgVXkOLIw,2/2/2017,0,0,0,0,0,0,#N/A,#N/A,cancelled,delivery,Added this by mistake
VEJROeW58H,2/2/2017,0,0,0,0,0,0,#N/A,#N/A,cancelled,delivery,Added this by mistake
DE9xCktHla,2/2/2017,265,265,0,0,0,0,card1486045611655,card,delivered,inStore,#N/A
IvvvnwDRi5,2/2/2017,395,395,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
y0cIZi5dlA,2/2/2017,490,490,0,0,0,0,cash1486043279927,cash,delivered,delivery,#N/A
mNiQ26fIt6,2/2/2017,265,265,0,0,0,0,cash1486030383868,cash,delivered,delivery,#N/A
KNZ4kbRJd0,2/2/2017,1375,1375,0,0,0,0,card1486027839504,card,delivered,inStore,#N/A
mog6NEqAe7,2/2/2017,375,375,0,0,0,0,cash1486029715288,cash,delivered,inStore,#N/A
uzt8HalaqR,2/2/2017,195,195,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
RFU2gDWi4M,2/2/2017,130,130,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
qhqzX05rRo,2/2/2017,450,450,0,0,0,0,cash1486026764580,cash,delivered,delivery,#N/A
xmRgctJUEc,2/2/2017,1020,1020,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
TEgB2kSKqF,2/2/2017,355,355,0,0,0,0,cash1486023471428,cash,delivered,inStore,#N/A
2sIVdHJgM2,2/2/2017,470,470,0,0,0,0,cash1486025004588,cash,delivered,delivery,#N/A
Fbj52ikDVB,2/2/2017,225,225,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
qNl9B1gON2,1/2/2017,333,370,57,0,20,0,zomato online,other,delivered,delivery,#N/A
iFPokgokFj,1/2/2017,215,195,0,0,20,0,zomato online,other,delivered,delivery,#N/A
WrMH8pkDLZ,1/2/2017,372.75,415,62.25,0,20,0,zomato online,other,delivered,delivery,#N/A
uq0lO24PFq,1/2/2017,245,245,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
RJYgA23K8F,1/2/2017,245.25,265,39.75,0,20,0,zomato online,other,delivered,delivery,#N/A
Kfope5j4Ro,1/2/2017,550,550,0,0,0,0,cash1485969398491,cash,delivered,inStore,#N/A
Fz8ttgp7YU,1/2/2017,280,280,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
vzG8JISTEM,1/2/2017,420,420,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
nwxlTWLD2I,1/2/2017,1699,1699,0,0,0,0,card1485966583345,card,delivered,delivery,#N/A
